ID,Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
5066.00,Jet Airways,1/06/2019,Mumbai,Hyderabad,BOM _ HYD,02:55,04:20,1h 25m,non-stop,No info,5678.00
5067.00,Air India,03/03/2019,Banglore,New Delhi,BLR _ HYD _ DEL,08:15,23:10,14h 55m,1 stop,No info,6781.00
5068.00,Jet Airways,21/03/2019,Banglore,New Delhi,BLR _ BOM _ DEL,18:40,11:25 19 Mar,16h 45m,1 stop,In-flight meal not included,7832.00
5069.00,Jet Airways,9/03/2019,Delhi,Cochin,DEL _ BOM _ COK,16:00,18:50 10 Mar,26h 50m,1 stop,In-flight meal not included,14053.00
5070.00,Jet Airways,9/05/2019,Kolkata,Banglore,CCU _ DEL _ BLR,20:25,09:45 10 May,13h 20m,1 stop,In-flight meal not included,10703.00
5071.00,Multiple carriers,15/05/2019,Delhi,Cochin,DEL _ BOM _ COK,17:30,01:30 16 May,8h,1 stop,No info,13727.00
5072.00,Multiple carriers,24/06/2019,Delhi,Cochin,DEL _ BOM _ COK,13:00,21:00,8h,1 stop,No info,7408.00
5073.00,Jet Airways,01/03/2019,Banglore,New Delhi,BLR _ BOM _ DEL,14:05,11:25 02 Mar,21h 20m,1 stop,No info,20800.00
5074.00,Air India,3/06/2019,Delhi,Cochin,DEL _ UDR _ BOM _ COK,13:20,07:40 04 Jun,18h 20m,2 stops,No info,11911.00
5075.00,Vistara,3/04/2019,Banglore,Delhi,BLR _ DEL,07:00,09:40,2h 40m,non-stop,No info,5403.00
5076.00,Jet Airways,6/06/2019,Kolkata,Banglore,CCU _ DEL _ BLR,09:35,19:10,9h 35m,1 stop,In-flight meal not included,13469.00
5077.00,Jet Airways,6/06/2019,Delhi,Cochin,DEL _ IDR _ BOM _ COK,21:25,12:35 07 Jun,15h 10m,2 stops,In-flight meal not included,11270.00
5078.00,Air Asia,24/06/2019,Delhi,Cochin,DEL _ BLR _ COK,20:45,06:35 25 Jun,9h 50m,1 stop,No info,6152.00
5079.00,Jet Airways,27/03/2019,Delhi,Cochin,DEL _ BOM _ COK,08:00,04:25 28 Mar,20h 25m,1 stop,No info,12452.00
5080.00,Jet Airways,15/05/2019,Kolkata,Banglore,CCU _ BOM _ BLR,16:30,16:20 16 May,23h 50m,1 stop,In-flight meal not included,10844.00
5081.00,IndiGo,18/05/2019,Delhi,Cochin,DEL _ HYD _ COK,11:55,22:30,10h 35m,1 stop,No info,8216.00
5082.00,Jet Airways,12/06/2019,Kolkata,Banglore,CCU _ BOM _ BLR,06:30,19:50,13h 20m,1 stop,No info,13626.00
5083.00,Multiple carriers,6/03/2019,Delhi,Cochin,DEL _ HYD _ MAA _ COK,07:05,21:20,14h 15m,2 stops,No info,7084.00
5084.00,Multiple carriers,9/05/2019,Delhi,Cochin,DEL _ BOM _ COK,04:55,19:15,14h 20m,1 stop,No info,7575.00
5085.00,Air India,03/03/2019,Banglore,New Delhi,BLR _ HYD _ DEL,08:15,08:50 07 Mar,24h 35m,1 stop,No info,6781.00
5086.00,Jet Airways,6/06/2019,Banglore,Delhi,BLR _ DEL,07:10,10:10,3h,non-stop,In-flight meal not included,6478.00
5087.00,SpiceJet,15/03/2019,Mumbai,Hyderabad,BOM _ HYD,05:45,07:05,1h 20m,non-stop,No check-in baggage included,2385.00
5088.00,Multiple carriers,18/05/2019,Delhi,Cochin,DEL _ BOM _ COK,13:00,21:00,8h,1 stop,No info,9385.00
5089.00,GoAir,18/04/2019,Banglore,Delhi,BLR _ DEL,07:45,10:40,2h 55m,non-stop,No info,5048.00
5090.00,IndiGo,12/06/2019,Delhi,Cochin,DEL _ BOM _ COK,20:25,01:30 13 Jun,5h 5m,1 stop,No info,5058.00
5091.00,Multiple carriers Premium economy,21/03/2019,Delhi,Cochin,DEL _ BOM _ COK,06:00,13:20,7h 20m,1 stop,No info,11269.00
5092.00,Multiple carriers,9/04/2019,Delhi,Cochin,DEL _ BOM _ COK,19:00,01:30 10 Apr,6h 30m,1 stop,No info,7363.00
5093.00,Air India,9/03/2019,Delhi,Cochin,DEL _ HYD _ BOM _ COK,21:30,19:15 10 Mar,21h 45m,2 stops,No info,11762.00
5094.00,Jet Airways,6/03/2019,Delhi,Cochin,DEL _ BOM _ COK,15:05,04:25 07 Mar,13h 20m,1 stop,No info,15764.00
5095.00,Jet Airways,12/06/2019,Delhi,Cochin,DEL _ BOM _ COK,10:00,04:25 13 Jun,18h 25m,1 stop,In-flight meal not included,10262.00
5096.00,Jet Airways,3/06/2019,Delhi,Cochin,DEL _ NAG _ BOM _ COK,14:35,12:35 04 Jun,22h,2 stops,In-flight meal not included,10919.00
5097.00,Jet Airways,15/06/2019,Delhi,Cochin,DEL _ BOM _ COK,17:30,19:00 16 Jun,25h 30m,1 stop,In-flight meal not included,10262.00
5098.00,Air India,6/05/2019,Kolkata,Banglore,CCU _ IXR _ DEL _ BLR,05:50,23:15,17h 25m,2 stops,No info,11883.00
5099.00,SpiceJet,21/03/2019,Kolkata,Banglore,CCU _ BLR,22:20,00:40 22 Mar,2h 20m,non-stop,No info,3847.00
5100.00,Jet Airways,12/06/2019,Mumbai,Hyderabad,BOM _ HYD,19:35,21:05,1h 30m,non-stop,No info,5678.00
5101.00,Vistara,12/05/2019,Kolkata,Banglore,CCU _ DEL _ BLR,07:10,22:40,15h 30m,1 stop,No info,8662.00
5102.00,Jet Airways,27/05/2019,Delhi,Cochin,DEL _ BOM _ COK,14:00,04:25 28 May,14h 25m,1 stop,In-flight meal not included,12898.00
5103.00,SpiceJet,12/05/2019,Banglore,Delhi,BLR _ DEL,21:10,00:05 13 May,2h 55m,non-stop,No info,4423.00
5104.00,Air India,12/06/2019,Delhi,Cochin,DEL _ BLR _ COK,17:40,08:15 13 Jun,14h 35m,1 stop,No info,8991.00
5105.00,SpiceJet,15/05/2019,Delhi,Cochin,DEL _ BLR _ COK,17:55,22:50,4h 55m,1 stop,No info,5409.00
5106.00,IndiGo,27/04/2019,Delhi,Cochin,DEL _ HYD _ COK,08:35,16:10,7h 35m,1 stop,No info,6442.00
5107.00,Air India,24/05/2019,Kolkata,Banglore,CCU _ BBI _ BOM _ BLR,12:00,21:50,9h 50m,2 stops,No info,9941.00
5108.00,IndiGo,21/03/2019,Delhi,Cochin,DEL _ HYD _ MAA _ COK,06:40,21:20,14h 40m,2 stops,No info,6494.00
5109.00,Multiple carriers,24/06/2019,Delhi,Cochin,DEL _ BOM _ COK,17:00,01:30 25 Jun,8h 30m,1 stop,No info,7198.00
5110.00,SpiceJet,09/03/2019,Banglore,New Delhi,BLR _ DEL,05:45,08:35,2h 50m,non-stop,No info,7110.00
5111.00,Jet Airways,12/03/2019,Banglore,New Delhi,BLR _ BOM _ DEL,18:55,09:30 13 Mar,14h 35m,1 stop,In-flight meal not included,11087.00
5112.00,IndiGo,9/05/2019,Kolkata,Banglore,CCU _ BLR,20:20,22:55,2h 35m,non-stop,No info,4804.00
5113.00,IndiGo,15/06/2019,Banglore,Delhi,BLR _ DEL,07:10,10:05,2h 55m,non-stop,No info,4823.00
5114.00,Jet Airways,12/05/2019,Kolkata,Banglore,CCU _ DEL _ BLR,09:35,19:10,9h 35m,1 stop,No info,14151.00
5115.00,Multiple carriers,27/06/2019,Delhi,Cochin,DEL _ BOM _ COK,06:00,19:00,13h,1 stop,In-flight meal not included,10791.00
5116.00,Vistara,1/04/2019,Kolkata,Banglore,CCU _ DEL _ BLR,07:10,09:05 02 Apr,25h 55m,1 stop,No info,7980.00
5117.00,Air India,27/04/2019,Delhi,Cochin,DEL _ TRV _ COK,05:15,06:50 28 Apr,25h 35m,1 stop,No info,6587.00
5118.00,Vistara,6/05/2019,Chennai,Kolkata,MAA _ CCU,07:05,09:20,2h 15m,non-stop,No info,3687.00
5119.00,Air India,15/05/2019,Delhi,Cochin,DEL _ JAI _ BOM _ COK,18:45,19:15 16 May,24h 30m,2 stops,No info,13307.00
5120.00,Air India,24/03/2019,Mumbai,Hyderabad,BOM _ HYD,15:00,16:25,1h 25m,non-stop,No info,2050.00
5121.00,Multiple carriers,9/05/2019,Delhi,Cochin,DEL _ BOM _ COK,09:00,19:00,10h,1 stop,No info,10197.00
5122.00,Vistara,24/06/2019,Banglore,Delhi,BLR _ DEL,21:00,23:50,2h 50m,non-stop,No info,4668.00
5123.00,IndiGo,24/05/2019,Banglore,Delhi,BLR _ DEL,13:00,15:50,2h 50m,non-stop,No info,4990.00
5124.00,IndiGo,24/05/2019,Mumbai,Hyderabad,BOM _ HYD,06:25,07:55,1h 30m,non-stop,No info,4049.00
5125.00,Multiple carriers,15/06/2019,Delhi,Cochin,DEL _ BOM _ COK,09:00,21:00,12h,1 stop,No info,7933.00
5126.00,IndiGo,6/05/2019,Mumbai,Hyderabad,BOM _ HYD,09:10,10:40,1h 30m,non-stop,No info,4049.00
5127.00,Jet Airways,27/03/2019,Delhi,Cochin,DEL _ BOM _ COK,07:05,04:25 28 Mar,21h 20m,1 stop,In-flight meal not included,6645.00
5128.00,Jet Airways,18/06/2019,Mumbai,Hyderabad,BOM _ HYD,08:45,10:15,1h 30m,non-stop,No info,8040.00
5129.00,Multiple carriers,21/03/2019,Delhi,Cochin,DEL _ BOM _ COK,13:00,01:35 22 Mar,12h 35m,1 stop,No info,8098.00
5130.00,Jet Airways,3/06/2019,Delhi,Cochin,DEL _ BOM _ COK,02:15,19:00,16h 45m,1 stop,In-flight meal not included,10262.00
5131.00,Jet Airways,18/03/2019,Banglore,New Delhi,BLR _ BOM _ DEL,18:40,07:40 16 Mar,13h,1 stop,No info,12284.00
5132.00,Jet Airways,3/06/2019,Delhi,Cochin,DEL _ BOM _ COK,15:00,19:00 04 Jun,28h,1 stop,In-flight meal not included,10262.00
5133.00,IndiGo,12/04/2019,Banglore,Delhi,BLR _ DEL,20:00,22:50,2h 50m,non-stop,No info,4990.00
5134.00,Air India,18/03/2019,Banglore,New Delhi,BLR _ BOM _ NAG _ DEL,17:25,10:35 16 Mar,17h 10m,2 stops,No info,12568.00
5135.00,Jet Airways,6/05/2019,Kolkata,Banglore,CCU _ BOM _ BLR,14:05,23:35,9h 30m,1 stop,In-flight meal not included,11841.00
5136.00,Jet Airways,15/06/2019,Delhi,Cochin,DEL _ BOM _ COK,02:15,12:35,10h 20m,1 stop,No info,18371.00
5137.00,SpiceJet,01/03/2019,Banglore,New Delhi,BLR _ PNQ _ DEL,10:20,18:15,7h 55m,1 stop,No info,23267.00
5138.00,Jet Airways,1/05/2019,Kolkata,Banglore,CCU _ DEL _ BLR,09:35,23:35,14h,1 stop,No info,13067.00
5139.00,IndiGo,21/06/2019,Chennai,Kolkata,MAA _ CCU,22:05,00:25 22 Jun,2h 20m,non-stop,No info,5277.00
5140.00,Air India,27/05/2019,Delhi,Cochin,DEL _ HYD _ BOM _ COK,17:15,07:40 28 May,14h 25m,2 stops,No info,13879.00
5141.00,IndiGo,9/04/2019,Kolkata,Banglore,CCU _ BLR,17:15,19:50,2h 35m,non-stop,No info,4174.00
5142.00,Air India,9/05/2019,Delhi,Cochin,DEL _ AMD _ BOM _ COK,19:45,19:15 10 May,23h 30m,2 stops,No info,10178.00
5143.00,Jet Airways,12/06/2019,Delhi,Cochin,DEL _ LKO _ BOM _ COK,11:45,04:25 13 Jun,16h 40m,2 stops,No info,13882.00
5144.00,Vistara,21/05/2019,Banglore,Delhi,BLR _ DEL,19:30,22:15,2h 45m,non-stop,No info,4878.00
5145.00,Vistara,27/06/2019,Banglore,Delhi,BLR _ DEL,09:45,12:35,2h 50m,non-stop,No info,4668.00
5146.00,Jet Airways,21/05/2019,Kolkata,Banglore,CCU _ BOM _ BLR,20:00,22:35 22 May,26h 35m,1 stop,In-flight meal not included,10844.00
5147.00,Multiple carriers,27/06/2019,Delhi,Cochin,DEL _ BOM _ COK,08:45,21:00,12h 15m,1 stop,No info,7005.00
5148.00,Jet Airways,21/05/2019,Delhi,Cochin,DEL _ BOM _ COK,02:15,12:35,10h 20m,1 stop,In-flight meal not included,12898.00
5149.00,Air India,15/06/2019,Delhi,Cochin,DEL _ BOM _ COK,03:50,19:15,15h 25m,1 stop,No info,9929.00
5150.00,Jet Airways,1/06/2019,Delhi,Cochin,DEL _ BOM _ COK,10:00,19:00,9h,1 stop,No info,14714.00
5151.00,Air India,21/04/2019,Delhi,Cochin,DEL _ COK,05:10,08:00,2h 50m,non-stop,No info,6094.00
5152.00,Jet Airways,06/03/2019,Banglore,New Delhi,BLR _ BOM _ DEL,11:40,23:00,11h 20m,1 stop,No info,16736.00
5153.00,Jet Airways,3/04/2019,Banglore,Delhi,BLR _ DEL,11:10,14:05,2h 55m,non-stop,No info,7229.00
5154.00,Multiple carriers,18/05/2019,Delhi,Cochin,DEL _ BOM _ COK,04:55,12:35,7h 40m,1 stop,No info,8882.00
5155.00,Multiple carriers,9/05/2019,Delhi,Cochin,DEL _ BOM _ COK,08:00,19:00,11h,1 stop,No info,10197.00
5156.00,IndiGo,12/05/2019,Kolkata,Banglore,CCU _ BLR,20:20,22:55,2h 35m,non-stop,No info,4804.00
5157.00,IndiGo,3/03/2019,Delhi,Cochin,DEL _ BOM _ COK,07:30,13:20,5h 50m,1 stop,No info,13628.00
5158.00,Vistara,27/05/2019,Delhi,Cochin,DEL _ COK,14:40,17:50,3h 10m,non-stop,No info,6216.00
5159.00,Air India,21/05/2019,Delhi,Cochin,DEL _ TRV _ COK,05:15,06:50 22 May,25h 35m,1 stop,No info,7480.00
5160.00,Air India,12/06/2019,Kolkata,Banglore,CCU _ DEL _ BLR,10:00,16:15,6h 15m,1 stop,No info,11936.00
5161.00,SpiceJet,18/03/2019,Chennai,Kolkata,MAA _ CCU,08:20,10:35,2h 15m,non-stop,No info,3859.00
5162.00,Jet Airways,12/05/2019,Kolkata,Banglore,CCU _ BOM _ BLR,20:00,10:05 13 May,14h 5m,1 stop,In-flight meal not included,8586.00
5163.00,Vistara,01/03/2019,Banglore,New Delhi,BLR _ DEL,21:10,00:05 02 Mar,2h 55m,non-stop,No info,21730.00
5164.00,IndiGo,1/06/2019,Delhi,Cochin,DEL _ BOM _ COK,17:10,01:30 02 Jun,8h 20m,1 stop,No info,6628.00
5165.00,Air India,1/05/2019,Kolkata,Banglore,CCU _ BBI _ BOM _ BLR,12:00,07:55 02 May,19h 55m,2 stops,No info,10151.00
5166.00,Jet Airways,21/05/2019,Kolkata,Banglore,CCU _ DEL _ BLR,17:00,14:25 22 May,21h 25m,1 stop,No info,11467.00
5167.00,IndiGo,15/06/2019,Delhi,Cochin,DEL _ BLR _ COK,05:10,10:05,4h 55m,1 stop,No info,7010.00
5168.00,Jet Airways,3/04/2019,Banglore,Delhi,BLR _ DEL,17:45,20:45,3h,non-stop,No info,7229.00
5169.00,IndiGo,09/03/2019,Banglore,New Delhi,BLR _ DEL,13:10,16:10,3h,non-stop,No info,8033.00
5170.00,Jet Airways,18/05/2019,Banglore,Delhi,BLR _ DEL,11:10,14:05,2h 55m,non-stop,No info,7229.00
5171.00,IndiGo,9/06/2019,Kolkata,Banglore,CCU _ PNQ _ BLR,21:00,02:15 10 Jun,5h 15m,1 stop,No info,6911.00
5172.00,Jet Airways,27/06/2019,Delhi,Cochin,DEL _ ATQ _ BOM _ COK,20:00,19:00 28 Jun,23h,2 stops,No info,14300.00
5173.00,Air India,9/06/2019,Kolkata,Banglore,CCU _ DEL _ COK _ BLR,07:00,01:20 10 Jun,18h 20m,2 stops,No info,13033.00
5174.00,IndiGo,24/05/2019,Banglore,Delhi,BLR _ DEL,04:00,06:50,2h 50m,non-stop,No info,3943.00
5175.00,SpiceJet,09/03/2019,Banglore,New Delhi,BLR _ DEL,09:35,12:30,2h 55m,non-stop,No info,6205.00
5176.00,IndiGo,6/03/2019,Delhi,Cochin,DEL _ BOM _ COK,11:30,21:00,9h 30m,1 stop,No info,14871.00
5177.00,Jet Airways,18/05/2019,Mumbai,Hyderabad,BOM _ HYD,02:55,04:20,1h 25m,non-stop,No info,5678.00
5178.00,Multiple carriers,1/06/2019,Delhi,Cochin,DEL _ BOM _ COK,11:30,19:15,7h 45m,1 stop,No info,16108.00
5179.00,Jet Airways,06/03/2019,Banglore,New Delhi,BLR _ BOM _ DEL,20:35,09:30 07 Mar,12h 55m,1 stop,No info,17261.00
5180.00,SpiceJet,12/05/2019,Banglore,Delhi,BLR _ DEL,05:55,08:35,2h 40m,non-stop,No info,3311.00
5181.00,IndiGo,12/04/2019,Kolkata,Banglore,CCU _ BLR,11:30,14:05,2h 35m,non-stop,No info,4174.00
5182.00,IndiGo,9/06/2019,Banglore,Delhi,BLR _ DEL,16:55,19:45,2h 50m,non-stop,No info,4823.00
5183.00,Air India,09/03/2019,Banglore,New Delhi,BLR _ COK _ DEL,22:00,13:20 13 Mar,15h 20m,1 stop,No info,8425.00
5184.00,Jet Airways,15/05/2019,Banglore,Delhi,BLR _ DEL,11:10,14:05,2h 55m,non-stop,No info,7229.00
5185.00,GoAir,9/06/2019,Delhi,Cochin,DEL _ BOM _ COK,10:35,19:35,9h,1 stop,No info,5281.00
5186.00,Jet Airways,9/03/2019,Delhi,Cochin,DEL _ BOM _ COK,08:00,04:25 10 Mar,20h 25m,1 stop,No info,17549.00
5187.00,Multiple carriers,3/06/2019,Delhi,Cochin,DEL _ BOM _ COK,08:00,21:00,13h,1 stop,No info,13797.00
5188.00,IndiGo,12/04/2019,Banglore,Delhi,BLR _ DEL,08:30,11:20,2h 50m,non-stop,No info,4823.00
5189.00,Air India,3/06/2019,Delhi,Cochin,DEL _ BLR _ COK,17:40,09:35 04 Jun,15h 55m,1 stop,No info,7258.00
5190.00,Multiple carriers,3/03/2019,Delhi,Cochin,DEL _ BOM _ COK,12:50,01:35 04 Mar,12h 45m,1 stop,No info,18192.00
5191.00,Air India,1/05/2019,Kolkata,Banglore,CCU _ DEL _ AMD _ BLR,10:00,05:25 02 May,19h 25m,2 stops,No info,13899.00
5192.00,Jet Airways,9/05/2019,Kolkata,Banglore,CCU _ BOM _ BLR,14:05,20:45,6h 40m,1 stop,In-flight meal not included,10844.00
5193.00,Jet Airways,12/05/2019,Kolkata,Banglore,CCU _ DEL _ BLR,09:35,09:45 13 May,24h 10m,1 stop,No info,14151.00
5194.00,Multiple carriers,6/03/2019,Delhi,Cochin,DEL _ BOM _ COK,15:15,01:35 07 Mar,10h 20m,1 stop,No info,15147.00
5195.00,GoAir,15/06/2019,Banglore,Delhi,BLR _ DEL,07:45,10:40,2h 55m,non-stop,No info,3898.00
5196.00,IndiGo,15/05/2019,Delhi,Cochin,DEL _ HYD _ COK,05:05,16:10,11h 5m,1 stop,No info,6818.00
5197.00,Jet Airways,15/05/2019,Kolkata,Banglore,CCU _ BOM _ BLR,16:30,12:00 16 May,19h 30m,1 stop,No info,14781.00
5198.00,Air Asia,21/05/2019,Kolkata,Banglore,CCU _ IXR _ DEL _ BLR,15:10,23:30,8h 20m,2 stops,No info,5192.00
5199.00,Jet Airways,27/06/2019,Delhi,Cochin,DEL _ BHO _ BOM _ COK,05:30,12:35,7h 5m,2 stops,No info,14441.00
5200.00,Jet Airways,24/05/2019,Kolkata,Banglore,CCU _ DEL _ BLR,20:25,21:05 25 May,24h 40m,1 stop,No info,14151.00
5201.00,IndiGo,18/05/2019,Kolkata,Banglore,CCU _ BBI _ BLR,19:35,23:15,3h 40m,1 stop,No info,4226.00
5202.00,Air India,27/05/2019,Delhi,Cochin,DEL _ CCU _ BOM _ COK,20:15,19:15 28 May,23h,2 stops,No info,13381.00
5203.00,Multiple carriers,15/06/2019,Delhi,Cochin,DEL _ BOM _ COK,04:55,19:00,14h 5m,1 stop,No info,10678.00
5204.00,Jet Airways,27/03/2019,Delhi,Cochin,DEL _ BOM _ COK,11:30,18:50,7h 20m,1 stop,No info,12242.00
5205.00,Jet Airways,21/06/2019,Mumbai,Hyderabad,BOM _ HYD,02:55,04:20,1h 25m,non-stop,In-flight meal not included,4995.00
5206.00,Jet Airways,1/06/2019,Delhi,Cochin,DEL _ BOM _ COK,20:55,04:25 02 Jun,7h 30m,1 stop,In-flight meal not included,10262.00
5207.00,SpiceJet,15/04/2019,Kolkata,Banglore,CCU _ BLR,22:20,00:40 16 Apr,2h 20m,non-stop,No check-in baggage included,3841.00
5208.00,Jet Airways,9/05/2019,Kolkata,Banglore,CCU _ BOM _ BLR,20:00,12:00 10 May,16h,1 stop,In-flight meal not included,9663.00
5209.00,IndiGo,18/04/2019,Kolkata,Banglore,CCU _ BLR,11:30,14:05,2h 35m,non-stop,No info,5224.00
5210.00,Multiple carriers,18/05/2019,Delhi,Cochin,DEL _ BOM _ COK,07:05,19:15,12h 10m,1 stop,No info,14533.00
5211.00,SpiceJet,24/05/2019,Mumbai,Hyderabad,BOM _ HYD,22:45,00:15 25 May,1h 30m,non-stop,No info,2017.00
5212.00,Jet Airways,12/06/2019,Banglore,Delhi,BLR _ DEL,18:55,22:00,3h 5m,non-stop,In-flight meal not included,5769.00
5213.00,Multiple carriers,21/03/2019,Delhi,Cochin,DEL _ BOM _ COK,10:45,18:50,8h 5m,1 stop,No info,11622.00
5214.00,IndiGo,3/04/2019,Banglore,Delhi,BLR _ DEL,18:55,21:50,2h 55m,non-stop,No info,4823.00
5215.00,Jet Airways,21/03/2019,Banglore,New Delhi,BLR _ BOM _ DEL,14:05,11:25 19 Mar,21h 20m,1 stop,In-flight meal not included,7832.00
5216.00,Multiple carriers,24/06/2019,Delhi,Cochin,DEL _ BOM _ COK,07:30,19:15,11h 45m,1 stop,No info,9001.00
5217.00,IndiGo,27/06/2019,Mumbai,Hyderabad,BOM _ HYD,12:00,13:30,1h 30m,non-stop,No info,2754.00
5218.00,Jet Airways,24/05/2019,Banglore,Delhi,BLR _ DEL,07:10,10:10,3h,non-stop,No info,7229.00
5219.00,IndiGo,9/03/2019,Delhi,Cochin,DEL _ TRV _ COK,21:05,01:45 10 Mar,4h 40m,1 stop,No info,6937.00
5220.00,Air India,6/06/2019,Kolkata,Banglore,CCU _ DEL _ COK _ BLR,10:00,01:20 07 Jun,15h 20m,2 stops,No info,13033.00
5221.00,SpiceJet,3/05/2019,Banglore,Delhi,BLR _ DEL,05:55,08:35,2h 40m,non-stop,No info,3625.00
5222.00,Jet Airways,27/06/2019,Delhi,Cochin,DEL _ IDR _ BOM _ COK,21:25,19:00 28 Jun,21h 35m,2 stops,No info,13292.00
5223.00,Air India,12/03/2019,Banglore,New Delhi,BLR _ BOM _ NAG _ DEL,08:50,10:15 13 Mar,25h 25m,2 stops,No info,12778.00
5224.00,SpiceJet,1/06/2019,Kolkata,Banglore,CCU _ BLR,14:55,17:25,2h 30m,non-stop,No check-in baggage included,3841.00
5225.00,IndiGo,18/03/2019,Mumbai,Hyderabad,BOM _ HYD,21:20,22:45,1h 25m,non-stop,No info,2227.00
5226.00,SpiceJet,9/05/2019,Kolkata,Banglore,CCU _ PNQ _ BLR,08:35,17:15,8h 40m,1 stop,No info,6171.00
5227.00,Air India,12/05/2019,Kolkata,Banglore,CCU _ BBI _ BOM _ BLR,12:00,07:55 13 May,19h 55m,2 stops,No info,10676.00
5228.00,Jet Airways,24/06/2019,Delhi,Cochin,DEL _ JAI _ BOM _ COK,19:30,12:35 25 Jun,17h 5m,2 stops,No info,13014.00
5229.00,IndiGo,18/03/2019,Mumbai,Hyderabad,BOM _ HYD,02:30,04:00,1h 30m,non-stop,No info,2754.00
5230.00,Air India,27/03/2019,Delhi,Cochin,DEL _ HYD _ BOM _ COK,17:15,07:40 28 Mar,14h 25m,2 stops,No info,8367.00
5231.00,Jet Airways,3/04/2019,Delhi,Cochin,DEL _ BOM _ COK,02:15,04:25 04 Apr,26h 10m,1 stop,In-flight meal not included,5177.00
5232.00,SpiceJet,18/04/2019,Kolkata,Banglore,CCU _ BLR,17:10,19:40,2h 30m,non-stop,No info,4174.00
5233.00,Multiple carriers,15/05/2019,Delhi,Cochin,DEL _ BOM _ COK,08:45,19:00,10h 15m,1 stop,No info,9794.00
5234.00,Multiple carriers,27/05/2019,Delhi,Cochin,DEL _ HYD _ COK,09:45,16:10,6h 25m,1 stop,No info,10486.00
5235.00,Multiple carriers,21/05/2019,Delhi,Cochin,DEL _ BOM _ COK,08:00,19:15,11h 15m,1 stop,No info,15058.00
5236.00,IndiGo,27/04/2019,Kolkata,Banglore,CCU _ BLR,22:15,00:50 28 Apr,2h 35m,non-stop,No info,4804.00
5237.00,Jet Airways,6/03/2019,Delhi,Cochin,DEL _ BOM _ COK,16:00,19:45 07 Mar,27h 45m,1 stop,No info,17024.00
5238.00,GoAir,12/05/2019,Kolkata,Banglore,CCU _ AMD _ BLR,16:40,00:15 13 May,7h 35m,1 stop,No info,8855.00
5239.00,Air India,9/06/2019,Delhi,Cochin,DEL _ BOM _ COK,21:00,07:40 10 Jun,10h 40m,1 stop,No info,8372.00
5240.00,Jet Airways,24/06/2019,Mumbai,Hyderabad,BOM _ HYD,02:55,04:20,1h 25m,non-stop,In-flight meal not included,4050.00
5241.00,Jet Airways,12/05/2019,Banglore,Delhi,BLR _ DEL,11:10,14:05,2h 55m,non-stop,No info,7229.00
5242.00,SpiceJet,18/03/2019,Mumbai,Hyderabad,BOM _ HYD,05:45,07:05,1h 20m,non-stop,No check-in baggage included,2385.00
5243.00,GoAir,24/06/2019,Banglore,Delhi,BLR _ DEL,11:40,14:30,2h 50m,non-stop,No info,3898.00
5244.00,IndiGo,03/03/2019,Banglore,New Delhi,BLR _ DEL,01:30,04:15,2h 45m,non-stop,No info,6860.00
5245.00,SpiceJet,27/05/2019,Delhi,Cochin,DEL _ MAA _ COK,06:05,11:20,5h 15m,1 stop,No info,6749.00
5246.00,Air India,21/05/2019,Kolkata,Banglore,CCU _ VNS _ DEL _ BLR,14:30,23:15,8h 45m,2 stops,No info,15107.00
5247.00,Jet Airways,15/06/2019,Delhi,Cochin,DEL _ JAI _ BOM _ COK,09:40,04:25 16 Jun,18h 45m,2 stops,In-flight meal not included,10368.00
5248.00,Jet Airways,21/03/2019,Banglore,New Delhi,BLR _ BOM _ DEL,07:00,21:20,14h 20m,1 stop,In-flight meal not included,7832.00
5249.00,SpiceJet,27/05/2019,Mumbai,Hyderabad,BOM _ HYD,13:15,14:45,1h 30m,non-stop,No check-in baggage included,2385.00
5250.00,IndiGo,24/06/2019,Kolkata,Banglore,CCU _ BLR,14:25,16:55,2h 30m,non-stop,No info,4804.00
5251.00,Air India,21/03/2019,Delhi,Cochin,DEL _ AMD _ BOM _ COK,16:40,19:15 22 Mar,26h 35m,2 stops,No info,8236.00
5252.00,IndiGo,27/03/2019,Delhi,Cochin,DEL _ BOM _ COK,11:30,21:00,9h 30m,1 stop,No info,6416.00
5253.00,Jet Airways,9/06/2019,Delhi,Cochin,DEL _ BOM _ COK,11:30,19:00,7h 30m,1 stop,In-flight meal not included,10262.00
5254.00,Jet Airways,9/06/2019,Delhi,Cochin,DEL _ BOM _ COK,22:50,19:00 10 Jun,20h 10m,1 stop,No info,14714.00
5255.00,SpiceJet,1/04/2019,Kolkata,Banglore,CCU _ IXB _ BLR,15:55,21:25,5h 30m,1 stop,No info,7646.00
5256.00,Air India,1/06/2019,Delhi,Cochin,DEL _ MAA _ COK,20:40,09:25 02 Jun,12h 45m,1 stop,No info,7480.00
5257.00,Vistara,27/05/2019,Chennai,Kolkata,MAA _ CCU,17:45,20:05,2h 20m,non-stop,No info,11982.00
5258.00,Multiple carriers,18/05/2019,Delhi,Cochin,DEL _ BOM _ COK,10:35,19:15,8h 40m,1 stop,No info,8309.00
5259.00,Jet Airways,9/06/2019,Delhi,Cochin,DEL _ BHO _ BOM _ COK,05:30,12:35,7h 5m,2 stops,In-flight meal not included,13344.00
